,0
0,0.37003291119700693
1,0.7151975704612609
2,1.2043129109402229
3,0.1101186237470513
4,0.5873997480378169
5,0.04001317628205167
6,0.6320940749019937
7,2.7679303626149734
8,0.7358439676609859
9,0.06523496078341239
10,0.5410447295588092
11,87.0
12,0.10867922315222497
13,0.07697536102013745
14,0.7155788972359226
15,0.5498049712547715
16,0.4975572191459795
17,0.5542909787501795
18,0.6721830414710294
19,0.5205068809034341
20,0.9561636952758008
21,2.1496943168138833
22,56.0
23,1.8622350005626824
24,0.2348362767566218
25,0.9014505461506018
26,0.006576258465362279
27,0.5412595572929524
28,0.6200520529244284
29,1.5618527448553066
30,2.697126245507201
31,1.1657653182485732
32,1.489465717022498
33,67.0
34,2.132422588713098
35,0.13696889301397183
36,0.33553442852673543
37,0.9764922579157035
38,1.2510629186006528
39,2.65273546211601
40,0.7015699462297661
41,0.877212740393518
42,0.24340032138178166
43,1.4885848313524328
44,54.0
45,0.12138847838141337
46,0.2139492743402298
47,1.6758294703028875
48,0.3907641783937934
49,1.6469357351265872
50,1.245939280004127
51,0.9675795988531831
52,0.8454572738557701
53,0.9735130921035394
54,2.8596958918687103
55,49.0
56,0.7416485312369002
57,0.6324335066044766
58,0.4529933262479321
59,0.7690323182926866
60,0.007884801147800968
61,0.1543427597757874
62,1.1700080260651584
63,0.08062603631944466
64,0.1008409970294919
65,1.687781352721903
66,1.0820384027356234
67,0.9062614232147231
68,0.7426799068334023
69,0.3045620389688018
70,1.016480637001179
71,0.5372421637950783
72,1.6006548013658635
73,1.7180585666541257
74,0.8720340804564838
75,1.7611903109905953
76,1.2609349594560795
77,1.1715378878151084
78,0.049580226230904474
79,0.013984449092627345
80,0.24899895884336373
81,0.20456762020559044
82,0.6866018747586955
83,0.7366561154577773
84,0.26535367456257514
85,0.4971353248462197
86,1.0064071403826833
87,1.262158332867318
88,0.9384038800152402
89,1.3029543387757485
90,0.8338918705948354
91,2.1905236218773823
92,0.6683018408775468
93,0.6905674310461729
94,0.8899737046720465
95,0.3734739573036247
96,0.7302120457419697
97,0.23318635990716904
98,0.09370974134333974
99,1.0549359377431555
100,1.1911719278611415
101,1.1853486671294449
102,0.19676768424417565
103,1.766311437022907
104,1.0252963410142295
105,1.1924369045086611
106,0.9493391559251351
107,0.4314080733516734
108,0.2781359766400708
109,0.06054342433574046
110,1.3157588674296483
111,1.7063783119007698
112,1.1507813013969663
113,1.0085226517108616
114,0.29190251752541213
115,1.0577602001577378
116,0.17765328319373305
117,0.046355887664803024
118,0.4929729100436187
119,0.5855488672897116
120,0.7892649539474548
121,0.2472072539472462
122,1.0029410298725203
123,0.7129427314981285
124,0.16637398133908943
125,2.5366036536897774
126,0.5282863002393898
127,1.611653113735295
128,0.25480700773213727
129,0.1848023742829717
130,0.8760371376208325
131,0.28385795086668814
132,0.7176185261320973
133,0.13978740644175194
134,1.9218010342534915
135,0.5407511416835682
136,0.34798327978018595
137,0.4516986212490323
138,1.4646102085804913
139,1.5560887153948475
140,0.2877090127641803
141,1.8427908088390828
142,1.0519857701139812
143,1.0835574024536834
144,2.7131573614761364
145,0.2905512808142416
146,2.155120611895512
147,0.7130803048246912
148,2.0328241055804885
149,0.9722158693788443
150,0.5255550735876712
151,0.043050237221034605
152,1.0005353556224241
153,1.03564773631237
154,0.40899816300055697
155,0.04661073020626292
156,0.8909497369569875
157,1.4308543574739494
158,1.2144251997738509
159,0.8148567506419468
160,1.6646251631419255
161,0.9368012099329739
162,0.939924451741975
163,0.09840738137515419
164,0.6243835318398836
165,0.11866196938697388
166,1.505705585929182
167,0.781861371516496
168,0.08004324191410307
169,1.3548753237368367
170,0.9276646338951581
171,1.5919286263181258
172,1.2482713448929745
173,0.07559385231862771
174,0.5811984425645864
175,0.09333319486935569
176,0.3526966312225195
177,0.0018120306326328667
178,0.06651666630762912
179,0.8384906375116968
180,0.2106247345474524
181,0.9073382387520136
182,0.38902795312638816
183,1.3330580689343419
184,1.4623275179777275
185,0.1287591383933023
186,1.3192202261671973
187,0.2521476751725753
188,0.31545870869949755
189,0.10012735321549752
190,0.8422022135370915
191,0.8529741735467966
192,0.669495436217007
193,1.3053757865231366
194,2.237480175462137
195,0.3908187642969995
196,1.3997484272554828
197,0.4196762870470472
198,3.07281070157211
199,0.7162785242239413
200,1.4224033203309199
201,1.1543787767337612
202,0.6769890937348357
203,0.08185201458026449
204,1.1989848417987596
205,1.8584279323680466
206,0.37410388752664286
207,0.36946050354114446
208,1.7274915910691493
209,0.2639170909163627
210,0.8763281644412753
211,1.2746409924939064
212,0.11113298955758709
213,1.4424319196516735
214,0.7192623838764554
215,0.20201250786979627
216,0.3870964399452641
217,0.2537894115860296
218,0.8848933502773848
219,1.979918395234289
220,0.15119386092774403
221,0.5195147052904855
222,0.6218872707647416
223,1.031541749837106
224,0.44339640849856693
225,1.5624678852673406
226,1.3169303004417359
227,1.142623916013847
228,0.12652524569068163
229,0.3546457030696319
230,0.39123273216832627
231,1.3277750294187316
232,0.06666271469141959
233,0.10518932494459335
234,1.4959262060150618
235,0.4377551316888513
236,0.9128228060378674
237,1.0909562060608138
238,1.442817373272436
239,0.021334514491986305
240,0.470774873176025
241,0.0782079169997706
242,2.4274132176146783
243,0.6942613959877503
244,1.6903324940913735
245,1.039932387732456
246,0.3757633403062955
247,0.28963404870503073
248,0.04888509387675084
249,0.5521503251893028
250,1.3655949007032484
251,0.6147767473155982
252,0.6933983772922993
253,0.9379284445943411
254,0.8030551236378918
255,0.7220573702128097
256,0.6675059617025026
257,0.06253877805403425
258,1.426897104199368
259,0.7224357974014483
260,0.34095436495878306
261,0.06020560195365323
262,1.785281532954862
263,0.6842358015697415
264,0.8001510339522098
265,0.7323579731930908
266,0.23947061353136675
267,0.1136805390340407
268,1.6763967330393152
269,0.2561826567307054
270,0.27277800675551117
271,0.1423595804739025
272,1.4821520006090734
273,0.16161396087308247
274,0.1307698972925874
275,2.622901588400796
276,0.8539204572791856
277,0.007896220051755139
278,1.7902149926942124
279,0.5506624206078621
280,0.07821270075374481
281,0.8350714694820394
282,2.460267440118184
283,0.6606594036957025
284,0.3749225321304862
285,0.3063875348184752
286,0.6425983761542502
287,2.6164155705068746
288,2.58511191696294
289,2.282752940536034
290,0.2710714026715462
291,0.27619452680389023
292,1.1964518491577016
293,1.2685209056627391
294,0.8411539190731853
295,0.07004676113474322
296,1.872255351197466
297,1.6063607125879795
298,0.028311327200461527
299,1.0492428130163485
300,0.2866809222137033
301,1.4433774610604426
302,0.607193622220542
303,1.3946212288431121
304,2.15701433548111
305,0.730575121756227
306,0.6883123196252628
307,0.9119801401371956
308,0.5336793468824844
309,1.1465476722846535
310,0.4414907119381577
311,0.4367484452743029
312,0.9240711535549541
313,2.0819655085704647
314,1.0462445896092745
315,0.5905308797756911
316,1.3608848786672831
317,0.11818103626939606
318,1.626956828760419
319,0.7853431487178533
320,0.7064358366531489
321,0.5717970491367389
322,0.010513860383980526
323,0.6527746612620285
324,0.3889321218339055
325,1.0998175369113394
326,0.024750602703392532
327,0.7206979019426557
328,0.21619261056737155
329,0.25300002187692217
330,0.5849999900792399
331,0.6962323508880505
332,1.8643679958372446
333,0.21453524341053667
334,1.060967424095536
335,0.7347810029879027
336,0.472430029171008
337,0.3577389078066702
338,2.1001684747686653
339,1.6510180062924185
340,1.4166057289743408
341,0.2390844839829611
342,0.015785356761595076
343,0.3306500283810915
344,0.8100999004531001
345,1.1520479723631452
346,1.285883944155285
347,0.5714074891524119
348,1.0766454692422032
